"id";"pieza_ordenador";"precio";"pais_origen"
"   GQNHE ";"Disco duro, Seagate";"140,63 TL";"Taiwán"
" K7VXP  ";"Procesador, Intel";"621,15 £";"China"
" 4P5Q2 ";"Placa base, ASUS";"916,73 TL";"China"
" 04RFY   ";"Procesador, Intel";"330,82 €";"Corea del Sur"
"  I69RN   ";"Disco duro, Seagate";"184,75 TL";"Taiwán"
"   14RPO   ";"Memoria RAM, Kingston";"A271,41 TL";"Estados Unidos"
" YZ9LN ";"Placa base, ASUS";"545,40 £";"Estados Unidos"
" D7Y0U  ";"Disco duro, Seagate";"297,45 €";"China"
"  M5K0K   ";"Disco duro, Seagate";"982,89 €";"Tailandia"
"   TN34R ";"Procesador, Intel";"339,63 £";"Tailandia"
"  C3XDD  ";"Procesador, Intel";"824,59 €";"Tailandia"
"   TEM6D   ";"Disco duro, Seagate";"76,89 TL";"Corea del Sur"
"  KUHW8   ";"Procesador, Intel";"253,68 €";"Tailandia"
" 3BSN2 ";"Memoria RAM, Kingston";"740,94 €";"Taiwán"
"   8EYD2  ";"Disco duro, Seagate";"346,62 £";"Taiwán"
"   1PLF9   ";"Memoria RAM, Kingston";"518,59 TL";"Tailandia"
" VH28S   ";"Disco duro, Seagate";"366,94 €";"Estados Unidos"
"  NL293 ";"Procesador, Intel";"495,66 £";"China"
"  SFASB   ";"Placa base, ASUS";"582,27 TL";"Corea del Sur"
"  OZW19  ";"Placa base, ASUS";"710,20 TL";"Taiwán"
"   5G8AR   ";"Procesador, Intel";"695,71 €";"China"
" ZASHO ";"Procesador, Intel";"i979,62 €";"Tailandia"
" Y2OGT  ";"Procesador, Intel";"J91,71 TL";"Taiwán"
"  4DPNG ";"Procesador, Intel";"464,10 £";"Estados Unidos"
"  AIZ3E   ";"Procesador, Intel";"455,40 €";"Estados Unidos"
"  KD3DM   ";"Placa base, ASUS";"878,78 €";"Taiwán"
"  Z3F9B   ";"Memoria RAM, Kingston";"654,17 £";"Estados Unidos"
"   76CS1  ";"Memoria RAM, Kingston";"297,35 TL";"Estados Unidos"
"  6VQQP   ";"Placa base, ASUS";"416,53 £";"China"
" 22HVH   ";"Disco duro, Seagate";"502,67 TL";"China"
"  DNF0R ";"Placa base, ASUS";"502,26 £";"Estados Unidos"
"   A0IZA ";"Tarjeta gráfica, NVIDIA";"804,53 TL";"Taiwán"
"   GUJVM   ";"Placa base, ASUS";"929,21 TL";"Corea del Sur"
" CCQKJ ";"Memoria RAM, Kingston";"777,86 TL";"Tailandia"
" HR9IX   ";"Tarjeta gráfica, NVIDIA";"V984,16 €";"Tailandia"
"   1C2GJ   ";"Placa base, ASUS";"294,81 £";"Tailandia"
"  W5WKR  ";"Memoria RAM, Kingston";"437,34 £";"Taiwán"
"  UPT7I ";"Memoria RAM, Kingston";"58,43 £";"Taiwán"
" OE4IL ";"Disco duro, Seagate";"463,49 €";"China"
" 5Q7C7 ";"Disco duro, Seagate";"176,26 £";"Taiwán"
"   BST6H  ";"Tarjeta gráfica, NVIDIA";"975,67 £";"Tailandia"
"   LZYC9 ";"Disco duro, Seagate";"84,25 €";"Corea del Sur"
"  RDC9X   ";"Procesador, Intel";"54,22 TL";"Corea del Sur"
"  NRCJQ  ";"Tarjeta gráfica, NVIDIA";"683,75 £";"Corea del Sur"
"   70OPI  ";"Memoria RAM, Kingston";"808,34 TL";"China"
"   0DCI8 ";"Tarjeta gráfica, NVIDIA";"819,65 €";"Corea del Sur"
"   XCV7X ";"Tarjeta gráfica, NVIDIA";"839,63 TL";"Tailandia"
" JZ0BB   ";"Tarjeta gráfica, NVIDIA";"530,41 €";"China"
"   CZQJ0   ";"Procesador, Intel";"584,91 TL";"Corea del Sur"
"   NTDP6 ";"Placa base, ASUS";"s624,64 £";"Corea del Sur"
"   88Q7W ";"Tarjeta gráfica, NVIDIA";"873,60 £";"Tailandia"
"  YYFDA  ";"Memoria RAM, Kingston";"p363,25 €";"Corea del Sur"
"   3RJTT ";"Disco duro, Seagate";"212,29 €";"Taiwán"
" LZSY3 ";"Memoria RAM, Kingston";"371,84 £";"Taiwán"
" Y5VBS  ";"Procesador, Intel";"566,80 £";"China"
"   7KL2O  ";"Disco duro, Seagate";"339,64 €";"Estados Unidos"
" 2JKK0   ";"Placa base, ASUS";"600,83 TL";"Corea del Sur"
" TDB1K  ";"Tarjeta gráfica, NVIDIA";"430,43 £";"Estados Unidos"
" XNJII ";"Disco duro, Seagate";"514,96 TL";"Estados Unidos"
"  S0HCS  ";"Memoria RAM, Kingston";"499,56 TL";"Tailandia"
" 0JI9Z  ";"Procesador, Intel";"235,69 €";"Estados Unidos"
"  ICNBB ";"Procesador, Intel";"995,67 TL";"China"
"  NJYTM  ";"Placa base, ASUS";"375,94 £";"Estados Unidos"
"   PI39H   ";"Placa base, ASUS";"678,90 TL";"Tailandia"
" LEC8A ";"Tarjeta gráfica, NVIDIA";"90,64 £";"China"
" Z4J47 ";"Placa base, ASUS";"124,46 TL";"China"
" IWRMD   ";"Memoria RAM, Kingston";"718,55 £";"Corea del Sur"
"  NFL9R  ";"Memoria RAM, Kingston";"980,33 £";"Taiwán"
"   T4WNE   ";"Placa base, ASUS";"685,86 £";"China"
" T1BC5   ";"Tarjeta gráfica, NVIDIA";"256,60 TL";"Corea del Sur"
" X8US9  ";"Procesador, Intel";"251,82 TL";"Corea del Sur"
"  2UNPW  ";"Placa base, ASUS";"945,38 £";"Estados Unidos"
"  32UD1  ";"Placa base, ASUS";"409,85 €";"Taiwán"
"   OII16   ";"Disco duro, Seagate";"266,10 £";"Estados Unidos"
"   KKUEG ";"Procesador, Intel";"256,70 £";"Taiwán"
" RS7RB  ";"Disco duro, Seagate";"813,13 TL";"Estados Unidos"
" Y19IX ";"Disco duro, Seagate";"948,34 €";"Estados Unidos"
"   PMRBQ   ";"Placa base, ASUS";"449,11 €";"China"
" 7K3R5 ";"Disco duro, Seagate";"213,44 £";"Tailandia"
"  RMJVE  ";"Placa base, ASUS";"c45,37 TL";"Estados Unidos"
" C042F ";"Procesador, Intel";"266,35 €";"Corea del Sur"
" FKR2L  ";"Procesador, Intel";"574,34 TL";"Estados Unidos"
" PBLZ1  ";"Disco duro, Seagate";"565,72 TL";"Estados Unidos"
"   VBD3M  ";"Disco duro, Seagate";"400,60 TL";"Tailandia"
" OX4NX  ";"Disco duro, Seagate";"710,12 £";"Tailandia"
" CRXQQ  ";"Tarjeta gráfica, NVIDIA";"341,97 £";"Estados Unidos"
"   Q40AQ  ";"Tarjeta gráfica, NVIDIA";"128,53 TL";"Corea del Sur"
"  L67TV   ";"Tarjeta gráfica, NVIDIA";"840,73 TL";"Taiwán"
" W3YAA ";"Memoria RAM, Kingston";"742,41 £";"Estados Unidos"
"  PBIXL   ";"Memoria RAM, Kingston";"y75,81 TL";"Estados Unidos"
"  YFR8A  ";"Disco duro, Seagate";"Y273,89 TL";"China"
" CN96J  ";"Procesador, Intel";"Z741,66 €";"Estados Unidos"
"  F3JZR   ";"Memoria RAM, Kingston";"j363,23 £";"Estados Unidos"
"  6HR8A ";"Procesador, Intel";"r802,57 €";"Estados Unidos"
" ND838   ";"Disco duro, Seagate";"820,15 €";"Tailandia"
"   KTK81  ";"Procesador, Intel";"304,73 €";"Estados Unidos"
"  H4OG6  ";"Disco duro, Seagate";"259,37 €";"Taiwán"
"  SEXLB ";"Placa base, ASUS";"879,28 TL";"Estados Unidos"
"   61X15 ";"Tarjeta gráfica, NVIDIA";"713,74 €";"China"
"  XXEPE   ";"Procesador, Intel";"648,34 TL";"China"
"  GD0YC   ";"Tarjeta gráfica, NVIDIA";"D709,70 €";"Estados Unidos"
"  GWVZB  ";"Placa base, ASUS";"424,86 TL";"Taiwán"
" 7HE9X  ";"Disco duro, Seagate";"491,36 £";"Estados Unidos"
"   9D98K   ";"Memoria RAM, Kingston";"929,74 £";"Corea del Sur"
"   HPEWD  ";"Tarjeta gráfica, NVIDIA";"385,83 TL";"Corea del Sur"
"   AW5SZ   ";"Tarjeta gráfica, NVIDIA";"822,45 £";"Taiwán"
" OLX26 ";"Disco duro, Seagate";"u618,39 £";"Corea del Sur"
"   XOJJM  ";"Disco duro, Seagate";"276,31 €";"Corea del Sur"
"  AJVZF ";"Memoria RAM, Kingston";"283,44 TL";"Corea del Sur"
" C1U8E  ";"Disco duro, Seagate";"469,44 €";"Corea del Sur"
"  JURS5  ";"Tarjeta gráfica, NVIDIA";"251,66 £";"Estados Unidos"
" 8N3VR   ";"Placa base, ASUS";"852,75 TL";"Corea del Sur"
" MJUUY  ";"Tarjeta gráfica, NVIDIA";"756,84 TL";"Taiwán"
" GVNNG   ";"Disco duro, Seagate";"550,30 TL";"China"
"   X7ECP ";"Tarjeta gráfica, NVIDIA";"641,66 €";"China"
"   40EMR   ";"Tarjeta gráfica, NVIDIA";"831,71 £";"Tailandia"
"  TAW5G   ";"Placa base, ASUS";"988,53 TL";"Tailandia"
"   IBGES  ";"Procesador, Intel";"975,50 £";"Taiwán"
" 7X3YA ";"Placa base, ASUS";"883,99 €";"Estados Unidos"
" O4KXK ";"Tarjeta gráfica, NVIDIA";"966,90 £";"Corea del Sur"
"   7PJ2O ";"Memoria RAM, Kingston";"806,12 £";"Taiwán"
"  0OR69   ";"Placa base, ASUS";"634,81 €";"Corea del Sur"
"  LJ2N2  ";"Disco duro, Seagate";"429,36 €";"Corea del Sur"
"   RVMIA ";"Placa base, ASUS";"783,25 €";"China"
" IW2GC ";"Placa base, ASUS";"600,26 €";"Estados Unidos"
"  WFXGN  ";"Memoria RAM, Kingston";"194,94 £";"Estados Unidos"
" QP0VF   ";"Tarjeta gráfica, NVIDIA";"910,94 €";"Tailandia"
"  86P5O ";"Procesador, Intel";"Q254,94 TL";"Taiwán"
" KDJSB  ";"Tarjeta gráfica, NVIDIA";"17,63 €";"Corea del Sur"
" PY3LW   ";"Procesador, Intel";"992,64 €";"Tailandia"
"   X18M4 ";"Placa base, ASUS";"512,37 £";"Estados Unidos"
"   Y1VQ2 ";"Tarjeta gráfica, NVIDIA";"628,98 TL";"Corea del Sur"
"   EAH3L  ";"Tarjeta gráfica, NVIDIA";"995,24 €";"China"
" 2QZS2   ";"Memoria RAM, Kingston";"644,72 €";"China"
"   XZAOX ";"Tarjeta gráfica, NVIDIA";"246,95 €";"Tailandia"
"   KND3W   ";"Procesador, Intel";"513,77 TL";"Estados Unidos"
"   HJTKU ";"Disco duro, Seagate";"458,19 €";"Taiwán"
"   9RBUW   ";"Disco duro, Seagate";"740,61 €";"Corea del Sur"
" I590M   ";"Procesador, Intel";"381,80 €";"China"
"  8PUQK  ";"Disco duro, Seagate";"939,98 TL";"Corea del Sur"
"   BG5QT  ";"Disco duro, Seagate";"780,35 £";"China"
"   X195S   ";"Procesador, Intel";"534,19 €";"Tailandia"
" WLVZB ";"Placa base, ASUS";"117,69 TL";"China"
"  PDAJW ";"Placa base, ASUS";"q711,84 £";"Taiwán"
"   1OVUB  ";"Placa base, ASUS";"204,24 €";"China"
" 1NIZG   ";"Memoria RAM, Kingston";"116,98 TL";"Estados Unidos"
" 0GFBN ";"Placa base, ASUS";"587,25 €";"China"
"  AW3UD  ";"Memoria RAM, Kingston";"59,83 €";"Corea del Sur"
" ES7ZJ  ";"Disco duro, Seagate";"80,19 TL";"Estados Unidos"
"   D6SM4 ";"Disco duro, Seagate";"429,67 €";"China"
" HPEIY ";"Placa base, ASUS";"209,85 TL";"Estados Unidos"
"   2X0VF ";"Placa base, ASUS";"878,72 £";"China"
"   1A3G3  ";"Tarjeta gráfica, NVIDIA";"372,34 £";"Tailandia"
"  HZT1U  ";"Memoria RAM, Kingston";"509,67 €";"Estados Unidos"
"  PJACA ";"Disco duro, Seagate";"225,52 £";"Corea del Sur"
"  AEPIP   ";"Tarjeta gráfica, NVIDIA";"267,20 £";"China"
"  7K20E   ";"Tarjeta gráfica, NVIDIA";"280,30 £";"Corea del Sur"
" OU320 ";"Memoria RAM, Kingston";"p113,38 £";"Tailandia"
" GYJ6C   ";"Procesador, Intel";"z570,66 TL";"Estados Unidos"
" YH9UU ";"Procesador, Intel";"52,89 TL";"Estados Unidos"
" RACZS ";"Procesador, Intel";"588,57 €";"China"
" K7291   ";"Tarjeta gráfica, NVIDIA";"162,15 TL";"Corea del Sur"
"  CFY5M   ";"Placa base, ASUS";"476,20 £";"Taiwán"
"  0CZ7J  ";"Procesador, Intel";"289,66 €";"Corea del Sur"
"  MQL41  ";"Tarjeta gráfica, NVIDIA";"687,85 TL";"China"
"   NM51F   ";"Tarjeta gráfica, NVIDIA";"955,99 €";"Tailandia"
" GSRFS   ";"Procesador, Intel";"63,45 TL";"Corea del Sur"
"   GLJHB   ";"Memoria RAM, Kingston";"59,68 TL";"China"
" 4VO58   ";"Memoria RAM, Kingston";"872,15 €";"Taiwán"
" 2BH9Y ";"Placa base, ASUS";"111,12 £";"Estados Unidos"
"  52TWI   ";"Memoria RAM, Kingston";"809,28 €";"Corea del Sur"
" SWMJZ  ";"Memoria RAM, Kingston";"543,61 €";"Tailandia"
"  2QIS7 ";"Tarjeta gráfica, NVIDIA";"460,39 €";"Estados Unidos"
"   QMNP3 ";"Procesador, Intel";"683,47 TL";"Taiwán"
"  OT06L  ";"Procesador, Intel";"582,57 £";"Tailandia"
"  LZC65 ";"Memoria RAM, Kingston";"38,96 £";"Corea del Sur"
" PCZRL ";"Disco duro, Seagate";"244,33 €";"China"
" MPEOX ";"Memoria RAM, Kingston";"237,27 TL";"Taiwán"
" PWRMB ";"Memoria RAM, Kingston";"695,48 £";"Corea del Sur"
"   0IP13   ";"Procesador, Intel";"42,56 £";"Corea del Sur"
"  WH59L  ";"Placa base, ASUS";"330,59 TL";"Corea del Sur"
"   PLLUO   ";"Procesador, Intel";"658,61 £";"Corea del Sur"
" YFJRP   ";"Tarjeta gráfica, NVIDIA";"663,27 €";"Taiwán"
"  ACQQ6 ";"Procesador, Intel";"236,37 £";"Taiwán"
"   SP3Q5   ";"Memoria RAM, Kingston";"493,35 €";"China"
" 9LARZ   ";"Tarjeta gráfica, NVIDIA";"Q352,47 €";"Corea del Sur"
"  YD87T  ";"Disco duro, Seagate";"243,72 €";"China"
"  IQC29  ";"Disco duro, Seagate";"973,27 €";"Tailandia"
"   YWOY8  ";"Tarjeta gráfica, NVIDIA";"650,31 TL";"Tailandia"
" LAI0H  ";"Procesador, Intel";"1000,16 €";"China"
"  STE2O   ";"Placa base, ASUS";"342,99 €";"Corea del Sur"
"   HXWUL   ";"Tarjeta gráfica, NVIDIA";"468,55 £";"China"
"  3AO6Q ";"Placa base, ASUS";"Y31,51 €";"Estados Unidos"
" HW2S8 ";"Placa base, ASUS";"383,94 €";"Taiwán"
"  FTCHW   ";"Tarjeta gráfica, NVIDIA";"719,34 TL";"Estados Unidos"
"   7CLER ";"Disco duro, Seagate";"928,44 €";"Tailandia"
" I366M ";"Disco duro, Seagate";"531,86 £";"China"
"  7ANB6  ";"Procesador, Intel";"184,77 £";"Estados Unidos"
"  C3EFM  ";"Placa base, ASUS";"610,55 £";"Corea del Sur"
" 59E2H   ";"Memoria RAM, Kingston";"266,73 TL";"Estados Unidos"
"   AN2TE  ";"Disco duro, Seagate";"157,24 £";"Taiwán"
"  6SJRO   ";"Tarjeta gráfica, NVIDIA";"i12,87 TL";"Estados Unidos"
"   K85SE  ";"Memoria RAM, Kingston";"34,47 TL";"China"
"  3261Y  ";"Placa base, ASUS";"29,33 TL";"China"
"  UV6B0 ";"Placa base, ASUS";"680,81 €";"Tailandia"
" O03Z7  ";"Procesador, Intel";"865,56 €";"China"
"  LVF4P ";"Tarjeta gráfica, NVIDIA";"773,46 €";"Taiwán"
"  AIOD5   ";"Disco duro, Seagate";"489,12 TL";"Estados Unidos"
" 33MA6  ";"Tarjeta gráfica, NVIDIA";"N857,84 £";"Tailandia"
"  EI7XT  ";"Disco duro, Seagate";"s628,74 TL";"Tailandia"
" 1P9ZH   ";"Placa base, ASUS";"650,13 €";"Estados Unidos"
"   MDAMW   ";"Tarjeta gráfica, NVIDIA";"965,47 TL";"Corea del Sur"
"   JA9JR   ";"Memoria RAM, Kingston";"602,20 £";"China"
" M8FLI   ";"Placa base, ASUS";"147,85 TL";"Corea del Sur"
" 1G7CH   ";"Placa base, ASUS";"B514,81 £";"Taiwán"
" 3HCNN ";"Procesador, Intel";"986,73 €";"Tailandia"
"  PWEEV   ";"Disco duro, Seagate";"967,18 TL";"Tailandia"
"   RHLZD ";"Placa base, ASUS";"733,29 €";"Estados Unidos"
"  JRTUF   ";"Procesador, Intel";"121,45 TL";"Estados Unidos"
" M27ZJ ";"Disco duro, Seagate";"666,35 £";"Estados Unidos"
" ONECE  ";"Placa base, ASUS";"424,78 €";"China"
" G6QA8  ";"Memoria RAM, Kingston";"661,30 TL";"Taiwán"
"   277K3  ";"Procesador, Intel";"848,11 €";"Taiwán"
"  81MKR  ";"Procesador, Intel";"481,35 £";"Corea del Sur"
" H3AWE ";"Procesador, Intel";"735,64 TL";"Tailandia"
" 293CC   ";"Disco duro, Seagate";"702,15 £";"Estados Unidos"
"  FXIWI   ";"Tarjeta gráfica, NVIDIA";"940,12 €";"Taiwán"
" UMT7I  ";"Disco duro, Seagate";"332,62 €";"Corea del Sur"
"   7J9YW ";"Disco duro, Seagate";"839,63 TL";"China"
" P9W3Q ";"Placa base, ASUS";"862,81 €";"China"
"  30XKC ";"Procesador, Intel";"111,83 £";"China"
"  1TT4O  ";"Placa base, ASUS";"95,27 £";"Tailandia"
" 6G1R9 ";"Placa base, ASUS";"283,21 €";"Tailandia"
" LF61D ";"Memoria RAM, Kingston";"549,72 TL";"Tailandia"
"   K5M3L   ";"Tarjeta gráfica, NVIDIA";"U683,38 £";"Corea del Sur"
"  1FR3J   ";"Placa base, ASUS";"83,18 TL";"Estados Unidos"
"  JO5HN ";"Tarjeta gráfica, NVIDIA";"790,45 TL";"China"
"   2EFDO   ";"Procesador, Intel";"982,61 TL";"China"
" 87CT9  ";"Memoria RAM, Kingston";"847,86 TL";"Tailandia"
"   UN0DE  ";"Placa base, ASUS";"254,26 €";"Tailandia"
" 1X26K ";"Procesador, Intel";"288,44 €";"Corea del Sur"
"  MX390  ";"Placa base, ASUS";"572,75 €";"Corea del Sur"
"  E3MNL ";"Procesador, Intel";"210,96 TL";"China"
"  41JHU   ";"Memoria RAM, Kingston";"95,31 TL";"Tailandia"
" 2YVUW ";"Procesador, Intel";"45,58 £";"Taiwán"
"   84SPD  ";"Memoria RAM, Kingston";"741,46 £";"Taiwán"
" HEZ5F   ";"Disco duro, Seagate";"379,16 TL";"Estados Unidos"
" SO5S1  ";"Disco duro, Seagate";"429,93 TL";"Taiwán"
"   1V96M  ";"Tarjeta gráfica, NVIDIA";"235,30 £";"Tailandia"
"   F4IJI   ";"Disco duro, Seagate";"294,77 TL";"China"
"  FKLED  ";"Procesador, Intel";"541,63 £";"Taiwán"
"   1LEX8   ";"Procesador, Intel";"65,27 £";"Taiwán"
" W8E6J  ";"Placa base, ASUS";"822,89 £";"Taiwán"
"  OX27I ";"Tarjeta gráfica, NVIDIA";"216,23 £";"Estados Unidos"
"  Z2M5U   ";"Tarjeta gráfica, NVIDIA";"874,75 £";"Estados Unidos"
"  NKZO9  ";"Memoria RAM, Kingston";"R55,30 TL";"Tailandia"
"  ZLWDS   ";"Procesador, Intel";"903,12 £";"Taiwán"
"   TB09W   ";"Disco duro, Seagate";"852,75 €";"Tailandia"
"  VTNOQ ";"Memoria RAM, Kingston";"874,85 €";"Tailandia"
"   NURJ1 ";"Procesador, Intel";"o882,44 TL";"Tailandia"
"   V9GCJ ";"Tarjeta gráfica, NVIDIA";"14,54 TL";"Tailandia"
"   EB7DL   ";"Placa base, ASUS";"995,29 TL";"Estados Unidos"
"   NK4HP  ";"Placa base, ASUS";"879,97 £";"China"
"  3UVPS  ";"Procesador, Intel";"808,89 £";"Estados Unidos"
"   60QZJ ";"Memoria RAM, Kingston";"139,82 €";"Estados Unidos"
"  FBUER  ";"Memoria RAM, Kingston";"969,57 TL";"Corea del Sur"
"  HA0WV   ";"Disco duro, Seagate";"978,48 €";"Corea del Sur"
"  NO32M   ";"Disco duro, Seagate";"645,75 TL";"Taiwán"
"  O7LCK ";"Disco duro, Seagate";"571,29 £";"Taiwán"
"  O797O ";"Tarjeta gráfica, NVIDIA";"709,73 £";"China"
" G3DSA   ";"Procesador, Intel";"240,94 TL";"China"
"   G7EW5 ";"Memoria RAM, Kingston";"399,39 £";"China"
"  YWI3J  ";"Procesador, Intel";"606,81 TL";"China"
"   PQ87P  ";"Disco duro, Seagate";"587,84 £";"China"
"   DO6UD   ";"Memoria RAM, Kingston";"h731,73 €";"Corea del Sur"
"   LYOX0 ";"Placa base, ASUS";"K299,14 TL";"Corea del Sur"
"  KWRYV   ";"Tarjeta gráfica, NVIDIA";"914,36 £";"Tailandia"
"  QD8SK  ";"Procesador, Intel";"329,51 TL";"China"
" UN8R0   ";"Placa base, ASUS";"733,95 TL";"Corea del Sur"
" C31PJ   ";"Procesador, Intel";"188,53 £";"Corea del Sur"
"   GJHXU  ";"Tarjeta gráfica, NVIDIA";"43,29 £";"Tailandia"
"  4OTQ9   ";"Tarjeta gráfica, NVIDIA";"42,56 TL";"China"
"  YF03U  ";"Procesador, Intel";"27,97 TL";"Taiwán"
" ZSYE9  ";"Procesador, Intel";"588,26 TL";"Tailandia"
" AYU1J  ";"Tarjeta gráfica, NVIDIA";"397,97 €";"Estados Unidos"
"  KSXYQ   ";"Tarjeta gráfica, NVIDIA";"913,82 £";"Tailandia"
"  JPTTQ  ";"Tarjeta gráfica, NVIDIA";"824,49 €";"Corea del Sur"
"   ESHU5 ";"Procesador, Intel";"185,90 €";"China"
" L6KAJ  ";"Placa base, ASUS";"817,99 €";"Corea del Sur"
"   3J21J  ";"Tarjeta gráfica, NVIDIA";"702,80 £";"Corea del Sur"
" RL8KQ  ";"Procesador, Intel";"711,68 TL";"Taiwán"
" I4W50   ";"Placa base, ASUS";"971,12 £";"China"
"   JTNV8 ";"Procesador, Intel";"243,97 €";"Taiwán"
"  M1CBA ";"Procesador, Intel";"120,17 €";"China"
"  BKEJB  ";"Tarjeta gráfica, NVIDIA";"790,28 €";"China"
"   E19KK  ";"Placa base, ASUS";"536,15 TL";"Estados Unidos"
"  1JUZ8  ";"Memoria RAM, Kingston";"689,86 TL";"Taiwán"
" KIKB4   ";"Memoria RAM, Kingston";"984,71 €";"Tailandia"
"   37UKP ";"Disco duro, Seagate";"108,41 €";"Tailandia"
"  I82HN   ";"Disco duro, Seagate";"D189,95 €";"Estados Unidos"
" 7ARDX  ";"Disco duro, Seagate";"180,99 TL";"Corea del Sur"
"  XRXAC ";"Disco duro, Seagate";"224,13 £";"China"
"   VCCQ0   ";"Procesador, Intel";"734,60 €";"Taiwán"
" MEZRS  ";"Placa base, ASUS";"117,27 €";"China"
"  T8CML ";"Tarjeta gráfica, NVIDIA";"C447,22 £";"Tailandia"
"   ZJYML ";"Placa base, ASUS";"711,29 TL";"Corea del Sur"
"   SN7ZF ";"Tarjeta gráfica, NVIDIA";"723,37 €";"Taiwán"
"   AIXML  ";"Tarjeta gráfica, NVIDIA";"769,82 TL";"Corea del Sur"
" ZFBE7  ";"Tarjeta gráfica, NVIDIA";"779,90 TL";"Tailandia"
"   8LEAX   ";"Disco duro, Seagate";"699,58 €";"Corea del Sur"
" ORBDW  ";"Tarjeta gráfica, NVIDIA";"206,68 £";"Taiwán"
"  GNAJZ ";"Procesador, Intel";"929,16 £";"Taiwán"
" EXK4N  ";"Disco duro, Seagate";"727,81 £";"Estados Unidos"
" FUT51   ";"Placa base, ASUS";"309,38 TL";"China"
" NXGF7 ";"Memoria RAM, Kingston";"486,87 £";"Tailandia"
" 9GYGU   ";"Tarjeta gráfica, NVIDIA";"138,77 £";"Taiwán"
"  9CNL8  ";"Procesador, Intel";"94,35 €";"Tailandia"
" HB6GE  ";"Disco duro, Seagate";"698,74 TL";"Taiwán"
" SDWHD  ";"Procesador, Intel";"88,43 TL";"Estados Unidos"
"  5U9UX ";"Memoria RAM, Kingston";"h239,93 £";"Taiwán"
"  HMZ74   ";"Procesador, Intel";"600,67 TL";"Estados Unidos"
"  MGUKM ";"Tarjeta gráfica, NVIDIA";"896,55 €";"Taiwán"
" M55HZ   ";"Tarjeta gráfica, NVIDIA";"972,56 TL";"Estados Unidos"
"  AIY5Z ";"Placa base, ASUS";"454,44 £";"Estados Unidos"
"  8EMA2   ";"Placa base, ASUS";"477,65 £";"Corea del Sur"
"  MUSWR   ";"Procesador, Intel";"877,18 €";"China"
"  788AK ";"Placa base, ASUS";"171,86 €";"Taiwán"
"  TEXX7   ";"Disco duro, Seagate";"735,59 £";"Corea del Sur"
"  SK0D6 ";"Procesador, Intel";"651,32 TL";"Tailandia"
" WKRRO   ";"Tarjeta gráfica, NVIDIA";"320,90 £";"Taiwán"
"   BDQ6M ";"Placa base, ASUS";"933,82 £";"China"
"  GO7N0  ";"Memoria RAM, Kingston";"q415,10 TL";"Taiwán"
"  SUNMP  ";"Disco duro, Seagate";"773,72 €";"Taiwán"
"  HG8MY  ";"Memoria RAM, Kingston";"391,93 TL";"China"
" 88ZUV ";"Memoria RAM, Kingston";"672,41 TL";"Tailandia"
"  5TSIL  ";"Tarjeta gráfica, NVIDIA";"627,93 £";"China"
"   2FI98 ";"Placa base, ASUS";"135,71 €";"Taiwán"
"  YW16F ";"Placa base, ASUS";"20,60 €";"China"
"   ZGA3R ";"Procesador, Intel";"477,59 £";"Estados Unidos"
"  9NITL ";"Disco duro, Seagate";"577,24 £";"China"
"  TBSIX ";"Disco duro, Seagate";"917,45 TL";"China"
"   RYPCV   ";"Memoria RAM, Kingston";"789,24 TL";"Corea del Sur"
"  9EC2L   ";"Tarjeta gráfica, NVIDIA";"33,32 £";"Taiwán"
"   10K1P  ";"Tarjeta gráfica, NVIDIA";"418,18 TL";"Corea del Sur"
" ES4JX ";"Tarjeta gráfica, NVIDIA";"161,81 €";"Tailandia"
" H0QUW  ";"Placa base, ASUS";"528,80 £";"Corea del Sur"
" JNESQ   ";"Memoria RAM, Kingston";"995,68 TL";"Tailandia"
"   0IM47 ";"Memoria RAM, Kingston";"957,19 £";"Estados Unidos"
"  UMIYF  ";"Memoria RAM, Kingston";"848,93 €";"Taiwán"
"  N1AXP   ";"Tarjeta gráfica, NVIDIA";"N237,28 £";"China"
"   VP7JJ   ";"Placa base, ASUS";"P449,14 €";"China"
"  SA69W ";"Procesador, Intel";"692,12 £";"Taiwán"
"  YCKXN ";"Placa base, ASUS";"807,71 £";"Taiwán"
"   MNBMV  ";"Disco duro, Seagate";"409,67 €";"Estados Unidos"
"   2FOJ8  ";"Memoria RAM, Kingston";"532,99 £";"Estados Unidos"
" 7EVNE   ";"Placa base, ASUS";"485,85 £";"Tailandia"
"  KKXS4  ";"Memoria RAM, Kingston";"I390,67 TL";"Taiwán"
"   3HE64 ";"Procesador, Intel";"209,81 TL";"China"
"  5G2R7  ";"Placa base, ASUS";"149,89 TL";"Tailandia"
"  HKHGZ  ";"Procesador, Intel";"970,90 £";"Corea del Sur"
" 76NG9   ";"Tarjeta gráfica, NVIDIA";"541,93 €";"Taiwán"
" 5VLFQ ";"Placa base, ASUS";"704,53 £";"China"
" KK5QI  ";"Disco duro, Seagate";"699,49 €";"Estados Unidos"
"  4X3T3 ";"Disco duro, Seagate";"321,61 £";"China"
"   F9GX8 ";"Placa base, ASUS";"305,24 £";"Taiwán"
" JKKC5 ";"Procesador, Intel";"855,23 £";"China"
"  8MRAO  ";"Tarjeta gráfica, NVIDIA";"592,92 £";"China"
" PU3WO ";"Tarjeta gráfica, NVIDIA";"956,12 €";"Taiwán"
